gene_id,gene_short_name,cluster,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000164104,HMGB2,12,0.10834531984080967,10.227050361702121,0.9037037037037037,0.11989031293860086,0.36714739960907755,1.9664146132036464e-157,4.924541276211222e-151
ENSG00000164104,HMGB2,72,0.09897730416589767,8.02306961391107,0.9963201471941122,0.09934287130963138,0.6099640206824659,0,0
ENSG00000164104,HMGB2,73,0.06492783722150783,4.86664288562155,0.967741935483871,0.06709209846222475,0.3418735891022098,8.431544365303752e-236,2.1115327342639317e-229
ENSG00000164305,CASP3,43,0.10474794399411912,1.2582035581996533,0.6907216494845361,0.15165000846909782,0.2647992186587289,1.0640722374872936e-79,2.6647827061453665e-73
ENSG00000151725,CENPU,30,0.09912769793279966,0.7150087577977755,0.8130081300813008,0.12192706845734358,0.3690637987355694,2.41694007908697e-127,6.052803463559476e-121
ENSG00000151726,ACSL1,41,0.08127256798891282,1.5840005227995317,0.37538461538461537,0.21650479177374315,0.1368397432516954,7.543003054038773e-45,1.889013112330565e-38
ENSG00000071539,TRIP13,24,0.1064169604291308,0.26399525663344636,0.5436241610738255,0.19575465560420358,0.2506065682682962,4.701170946245074e-128,1.1773259929955195e-121
ENSG00000150753,CCT5,63,0.06049838914106362,1.0667732873880134,0.8711943793911007,0.06944304344955421,0.28721861018688527,1.0004918678607153e-190,2.505556796980286e-184
ENSG00000150753,CCT5,64,0.06279097346525171,1.1108466779446,0.8757281553398059,0.07170144420089719,0.2817516575982845,6.062452896325254e-169,1.5182352349589743e-162
ENSG00000176788,BASP1,50,0.21534043718858067,1.968476267032543,0.6273546273546273,0.34325153238545303,0.345451586179296,3.227454150987609e-224,8.082594116672044e-218
ENSG00000113389,NPR3,23,0.09188058071062208,0.9694100457986,0.7663551401869159,0.11989295287849466,0.3454478135332597,2.0301732797760046e-220,5.084213698875043e-214
ENSG00000113389,NPR3,26,0.12270298547853423,1.3832235955604968,0.7792848335388409,0.15745588801122035,0.38405194722652436,3.0006216960834686e-204,7.514531929044233e-198
ENSG00000168685,IL7R,18,0.07069341736414542,1.2209879480863486,0.5622406639004149,0.12573515560707782,0.22983945616124066,4.254224752175659e-93,1.0653961402492306e-86
ENSG00000168685,IL7R,36,0.06654675073004283,1.0115841533572696,0.6120114394661582,0.10873448834239086,0.22922993501482836,2.105333686708355e-188,5.272439784965901e-182
ENSG00000168685,IL7R,45,0.10909581327001802,1.668116332554004,0.6832641770401107,0.15966856881421665,0.31891835751485315,1.4560350475612039e-223,3.6463849704837116e-217
ENSG00000168685,IL7R,49,0.10201993367000896,2.1517846410262425,0.526595744680851,0.19373482353496652,0.2363051652776522,2.5538124959896216e-54,6.39557647901921e-48
ENSG00000168685,IL7R,60,0.2005522586191697,2.916459704693225,0.82259767687434,0.2438035801185542,0.4722701950702486,0,0
ENSG00000164327,RICTOR,31,0.06140779250925507,2.1502241988459696,0.8861480075901328,0.06929744465177179,0.2758748030057265,4.4277903449978074e-117,1.1088626055736634e-110
ENSG00000164327,RICTOR,49,0.05482808794956556,2.8858394757696275,0.6276595744680851,0.08735322486879937,0.11996705617862295,2.1013341583550814e-28,5.262423666122589e-22
ENSG00000164327,RICTOR,5,0.07014396141737252,2.6820388971563074,0.8504326328800988,0.08248032672478833,0.27514902645627864,1.7409848470794805e-146,4.35999187716232e-140
ENSG00000082074,FYB1,75,0.05463390490610534,1.28812305506314,0.8715244487056567,0.06268774787356202,0.2652040680835366,4.693008667747314e-160,1.1752818931856292e-153
ENSG00000153071,DAB2,14,0.20237442163351188,2.991532299046077,0.35792349726775957,0.5654125062432469,0.19895003851541765,4.3774603671577575e-69,1.096258343398235e-62
ENSG00000171522,PTGER4,70,0.07262887680876423,1.3591382149511475,0.7019533711405167,0.10346681103726107,0.23614189003999017,1.099960494908596e-172,2.75465856641197e-166
ENSG00000171522,PTGER4,71,0.061663429858328664,1.3835110886595623,0.5878070973612375,0.10490419413978824,0.16310844665597352,1.6860962023566973e-101,4.222532871966936e-95
ENSG00000250722,SELENOP,30,0.06159538614612557,0.5670064560640979,0.6720867208672087,0.09164797374161426,0.23356077792079624,3.425426839864507e-81,8.578382070743682e-75
ENSG00000113088,GZMK,18,0.39735331684822095,9.359416505081763,0.9481327800829875,0.41909036919221554,0.7623086577529897,5.5122912840967525e-306,1.38045688700456e-299
ENSG00000113088,GZMK,40,0.07175547938851713,1.7903417026743693,0.6051314142678348,0.11857834132662914,0.2683938795010041,1.0411161830309667e-196,2.6072932850690255e-190
ENSG00000145649,GZMA,11,0.35860464569411427,14.0141564770677,0.9719626168224299,0.36894901047375217,0.7433324265409329,2.6076472046872708e-114,6.5303960858784496e-108
ENSG00000145649,GZMA,18,0.17950350825379302,5.853473291843324,0.9439834024896265,0.1901553647875346,0.6868139228275458,1.1852214853324572e-275,2.968179796255206e-269
ENSG00000145649,GZMA,51,0.25358775281019363,9.00663331878909,0.9628055260361318,0.2633841891770333,0.7550408235008289,0,0
ENSG00000175857,GAPT,61,0.05092682914178723,0.5256969748094062,0.5855717574827322,0.08696940808879261,0.19092895538749094,3.233947078129876e-128,8.098854516437601e-122
ENSG00000153914,SREK1,27,0.028446533561088044,2.1894185865422986,0.5595475715236194,0.05083845415257471,0.023578895055853755,2.6062134723854083e-18,6.526805554231588e-12
ENSG00000153914,SREK1,29,0.04866710172232102,2.7146124640373355,0.8061389337641357,0.060370613158550523,0.14057613137436215,1.168051439231363e-92,2.9251804205530833e-86
ENSG00000153914,SREK1,31,0.07283309807478497,3.667599569754881,0.9506641366223909,0.07661285965152032,0.3351530974272582,6.520056948904906e-142,1.6328341618566277e-135
ENSG00000153914,SREK1,44,0.06783154120627788,3.758108013091255,0.8685524126455907,0.07809723422408621,0.22927049525983498,4.688151532955712e-177,1.1740655087769314e-170
ENSG00000153914,SREK1,5,0.09355390928159628,5.075883482388595,0.9468479604449939,0.09880563003761278,0.40177194481977785,2.2903944007052484e-213,5.735891957546171e-207
ENSG00000153914,SREK1,67,0.007688861462007424,1.1779145269721754,0.25,0.030755445848029694,0.013473465278375297,5.444740992562523e-11,1.3635400986199142e-4
ENSG00000153914,SREK1,8,0.001734918098934949,0.5320616828208098,0.10899653979238755,0.015917185098165088,0.08820568777300389,1.5821702768095804e-40,3.962268578471153e-34
ENSG00000134057,CCNB1,12,0.20674070553202487,2.7888483472509766,0.6037037037037037,0.34245392940887553,0.3217030526029345,4.0503666722253745e-138,1.0143434516420811e-131
ENSG00000134057,CCNB1,46,0.10483407015535774,1.028912141495088,0.6520076481835564,0.16078656507698563,0.26086100566908194,1.1342319713221646e-157,2.84048548158138e-151
ENSG00000134057,CCNB1,72,0.12838395450732118,1.1267096019471419,0.7451701931922723,0.17228809697463965,0.38339044908887,1.502496666349646e-235,3.762739963956077e-229
ENSG00000153044,CENPH,30,0.0756766152537973,0.46535252904292596,0.7154471544715447,0.10577526904792123,0.28613983986326735,4.32524194711474e-99,1.0831811539208122e-92
ENSG00000145741,BTF3,47,0.046700326795171554,9.200242421049582,1,0.046700326795171554,0.3097517244198866,6.656416582845157e-150,1.66698304588337e-143
ENSG00000145741,BTF3,53,0.04063253764276753,7.886778148943999,0.9852941176470589,0.041238993428480475,0.16023669840077628,6.659101130326263e-70,1.667655343820432e-63
ENSG00000145741,BTF3,54,0.044888053277538885,8.76588075099758,0.9993964996982498,0.04491515958990455,0.29063860498851574,2.6981534852645402e-216,6.75705322698512e-210
ENSG00000145741,BTF3,55,0.04792652330663651,9.513811501445435,0.9989468141126909,0.04797705206078162,0.32287120331450214,1.8052893371717058e-254,4.521031219312532e-248
